identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/durability,product/fromLocation,product/fromLocationType,product/group,product/groupDescription,product/location,product/locationType,product/operation,product/productFamily,product/region,product/requestType,product/servicecode,product/servicename,product/sku,product/storageClass,product/toLocation,product/toLocationType,product/transferType,product/usagetype,product/volumeType,pricing/RateId,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue
fkvnfw7lrti5ksn7bmw7cyydvzfe7ld5kzhuwzlh5wxukaxnq64q,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadCostAllocation,,zzzdf,4.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000014800,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
35uk5rjkzhw2gawyuefq6g4ogmkh5eamdatgbkl27zrp2mdrdala,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketLifecycle,,zzzdf,4.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000014800,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
e53snuv2cnc66np6jmigx6gjvhoa3zms6eq7ivfuvwvmkps672wq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadVersioningProps,,zzzdf,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000003700,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
ntnykvksqdbvcn3vyiu26f34ycfxpsp2zabdyn4kogcqwdnrw34q,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketInventory,,zzzdf,4.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000014800,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
2cyqqeabhp7ey5jmco7diac2owzs4nirtqwbzqb6f7s4it7zpoia,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketCors,,zzzdf,4.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000014800,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
fkxgdv4onxzlgj3wdpng5dqovzritjz2nkoumcbfbtfix7q7w2uq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketWebsite,,zzzdf,4.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000014800,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
lbvfvor6w4k3oqitulakjtd4ykjfa2menj44putc3adwbk4btiva,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadNotificationProps,,zzzdf,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000003700,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
547ad2n5rh2t4dw45znkxhqypmfgqw2bap2ujzonjxb3xqcl47ga,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketPublicAccessBlock,,zzzdf,6.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000022200,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
6cxdjictskb4johvjiusguakwtoaphv5t3g2qmoy7smgnmyiqfjq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketAnalytics,,zzzdf,4.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000014800,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
l7wds3fqhn4sis7lubkpbpg2uak6ossn76oomwjdpslfjxhp2oka,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,Requests-Tier1,ListAllMyBuckets,,,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"$0.00 per request - PUT, COPY, POST, or LIST requests under the monthly global free tier",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,US East (N. Virginia),AWS Region,,API Request,us-east-1,,AmazonS3,Amazon Simple Storage Service,E9YHNFENF4XQBZR6,,,,,Requests-Tier1,,535686787,0.0000100000,0.0000050000,,,,,,,,,,,2587421699,,,,,,,,
zc372pyrwvlje65daoro5negkkomuosxe4sc3bffzio2ok7e7cgq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,Requests-Tier1,CreateBucket,,zzzdf,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,"$0.00 per request - PUT, COPY, POST, or LIST requests under the monthly global free tier",,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,US East (N. Virginia),AWS Region,,API Request,us-east-1,,AmazonS3,Amazon Simple Storage Service,E9YHNFENF4XQBZR6,,,,,Requests-Tier1,,535686787,0.0000050000,0.0000050000,,,,,,,,,,,2587421699,,,,,,,,
3esjly37z2oz7glheri3w75kl3xsobt2qfltkbnch2usna2zye4q,2019-07-26T00:00:00Z/2019-07-27T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-26T03:00:00Z,2019-07-26T04:00:00Z,awskms,ap-northeast-1-KMS-Requests,ListAliases,,,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - Monthly Global Free Tier for KMS requests,,"Amazon Web Services, Inc.",AWS Key Management Service,,,,,awskms-APIRequest-All,All AWS KMS API requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,awskms,AWS Key Management Service,ZXP6ZS4WWG9FNXHG,,,,,ap-northeast-1-KMS-Requests,,546243207,0.0000030000,0.0000030000,,,,,,,,,,,2587421736,,,,,,,,
g5a5xl6yvaaoyzugpp35rw7povkmm5ul6lgutttw7dhukybxhjfa,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadRequestPaymentProps,,zzzdf,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000003700,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
cdur7eogwyfqdpj55c4btidfcex6iwrkbz3mj674kryf6hyimcfq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadLogProps,,zzzdf,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000003700,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
dhvhajxuaic7hcgt3vuin4qee72qvofj2ipxdhvlmvpffg5uy6uq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadACL,,zzzdf,5.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000018500,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
xtjute3jfenlrvnbivacdzakmpvhphiajtco3akvtfyp7qpqxiqq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,195170424831,Usage,2019-07-24T03:00:00Z,2019-07-24T04:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketMetrics,,zzzdf,3.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000011100,0.0000003700,,,,,,,,,,,2587421699,,,,,,,,
tm4d3x6fvzu24wfuzcuwci54o5jj5eowqwtyvtppg6sfhvqntz5a,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-24T02:00:00Z,2019-07-24T03:00:00Z,AmazonS3,APN1-Requests-Tier2,ReadBucketPublicAccessBlock,,bucket1563527973790,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - GET and all other requests under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,AmazonS3,Amazon Simple Storage Service,9C7873KU3ZQBD6BJ,,,,,APN1-Requests-Tier2,,535686795,0.0000003700,0.0000003700,,,,,,,,,,,2587430843,,,,,,,,
mjyp3vf5x6ksj4hme7xpd62g2kboztvc6bfwrq4qwecgs3vd46fa,2019-07-31T00:00:00Z/2019-08-01T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-31T07:00:00Z,2019-07-31T22:00:00Z,AmazonS3,APE1-Requests-Tier1,PutObject,,riderzhang,6.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier1 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,UU7QY5VSUW5K6292,,,,,APE1-Requests-Tier1,,535686774,0.0000300000,0.0000050000,,,,,,,,,,,2587430843,,,,,,,,
xtu5juw6pf5h3a2k5tgs7nclmg7cur3ik5gyxehzn3xgejappa4a,2019-07-19T00:00:00Z/2019-07-20T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-19T08:00:00Z,2019-07-19T10:00:00Z,AmazonS3,APE1-Requests-Tier2,ReadACL,,riderzhang,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier2 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,E89SU22MW3NK8A8D,,,,,APE1-Requests-Tier2,,535686794,0.0000008000,0.0000004000,,,,,,,,,,,2587430843,,,,,,,,
mjyp3vf5x6ksj4hme7xpd62g2kboztvc6bfwrq4qwecgs3vd46fa,2019-07-18T00:00:00Z/2019-07-19T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-18T08:00:00Z,2019-07-18T18:00:00Z,AmazonS3,APE1-Requests-Tier1,PutObject,,riderzhang,6.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier1 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,UU7QY5VSUW5K6292,,,,,APE1-Requests-Tier1,,535686774,0.0000300000,0.0000050000,,,,,,,,,,,2587430843,,,,,,,,
mhs7afcgymyowgmrwajnokplq6bzqefousmdfcucajr3o5vu5xdq,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-24T02:00:00Z,2019-07-24T03:00:00Z,AmazonS3,APE1-Requests-Tier2,HeadObject,,riderzhang,2.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier2 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier2,GET and all other requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,E89SU22MW3NK8A8D,,,,,APE1-Requests-Tier2,,535686794,0.0000008000,0.0000004000,,,,,,,,,,,2587430843,,,,,,,,
mjyp3vf5x6ksj4hme7xpd62g2kboztvc6bfwrq4qwecgs3vd46fa,2019-07-19T00:00:00Z/2019-07-20T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-19T03:00:00Z,2019-07-19T23:00:00Z,AmazonS3,APE1-Requests-Tier1,PutObject,,riderzhang,9.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier1 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,UU7QY5VSUW5K6292,,,,,APE1-Requests-Tier1,,535686774,0.0000450000,0.0000050000,,,,,,,,,,,2587430843,,,,,,,,
mjyp3vf5x6ksj4hme7xpd62g2kboztvc6bfwrq4qwecgs3vd46fa,2019-07-27T00:00:00Z/2019-07-28T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-27T05:00:00Z,2019-07-27T17:00:00Z,AmazonS3,APE1-Requests-Tier1,PutObject,,riderzhang,6.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier1 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,UU7QY5VSUW5K6292,,,,,APE1-Requests-Tier1,,535686774,0.0000300000,0.0000050000,,,,,,,,,,,2587430843,,,,,,,,
7rmnmtjtpmmqxmzi7i5xklcvra5w5twy4m3pfa2ocan63eptvnda,2019-07-26T00:00:00Z/2019-07-27T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-26T03:00:00Z,2019-07-26T04:00:00Z,awskms,ap-northeast-1-KMS-Requests,ListAliases,,,1.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per request - Monthly Global Free Tier for KMS requests,,"Amazon Web Services, Inc.",AWS Key Management Service,,,,,awskms-APIRequest-All,All AWS KMS API requests,Asia Pacific (Tokyo),AWS Region,,API Request,ap-northeast-1,,awskms,AWS Key Management Service,ZXP6ZS4WWG9FNXHG,,,,,ap-northeast-1-KMS-Requests,,546243207,0.0000030000,0.0000030000,,,,,,,,,,,2587430995,,,,,,,,
mjyp3vf5x6ksj4hme7xpd62g2kboztvc6bfwrq4qwecgs3vd46fa,2019-07-26T00:00:00Z/2019-07-27T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-26T07:00:00Z,2019-07-26T19:00:00Z,AmazonS3,APE1-Requests-Tier1,PutObject,,riderzhang,6.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per Requests for Requests-Tier1 usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,S3-API-Tier1,PUT/COPY/POST or LIST requests,Asia Pacific (Hong Kong),AWS Region,,API Request,ap-east-1,,AmazonS3,Amazon Simple Storage Service,UU7QY5VSUW5K6292,,,,,APE1-Requests-Tier1,,535686774,0.0000300000,0.0000050000,,,,,,,,,,,2587430843,,,,,,,,
vavrcrcefdzbm3qzinilwdtnal6fn7hihqgpfscage3lsuf7vdna,2019-07-24T00:00:00Z/2019-07-25T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-24T02:00:00Z,2019-07-24T03:00:00Z,AmazonS3,APE1-USE1-AWS-Out-Bytes,ReadBucketPolicyStatus,,riderzhang,0.0000001322,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per GB for USE1-AWS-Out-Bytes usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,Asia Pacific (Hong Kong),AWS Region,,,,,,Data Transfer,ap-east-1,,AWSDataTransfer,AWS Data Transfer,C7NBYZPF9Q7H68BF,,US East (N. Virginia),AWS Region,InterRegion Outbound,APE1-USE1-AWS-Out-Bytes,,539151984,0.0000000119,0.0900000000,,,,,,,,,,,2587430837,,,,,,,,
36mw6s47yc35zvlzyjjlu2u6mfiyj52wkcgozrmmag4q6tr26dyq,2019-07-17T00:00:00Z/2019-07-18T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-17T06:00:00Z,2019-07-17T07:00:00Z,AmazonS3,APE1-USE1-AWS-Out-Bytes,HeadBucket,,riderzhang,0.0000006789,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per GB for USE1-AWS-Out-Bytes usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,Asia Pacific (Hong Kong),AWS Region,,,,,,Data Transfer,ap-east-1,,AWSDataTransfer,AWS Data Transfer,C7NBYZPF9Q7H68BF,,US East (N. Virginia),AWS Region,InterRegion Outbound,APE1-USE1-AWS-Out-Bytes,,539151984,0.0000000611,0.0900000000,,,,,,,,,,,2587430837,,,,,,,,
p4xcl5dni3syzhnjmjwyqxrum4nwm2wpak7hdptnczjdec2kssiq,2019-07-30T00:00:00Z/2019-07-31T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-30T08:00:00Z,2019-07-30T18:00:00Z,AmazonS3,APE1-USE1-AWS-In-Bytes,PutObject,,riderzhang,0.0000389126,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per GB for USE1-AWS-In-Bytes in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,Asia Pacific (Hong Kong),AWS Region,,,,,,Data Transfer,ap-east-1,,AWSDataTransfer,AWS Data Transfer,FA6PUMMM92XSXBEP,,US East (N. Virginia),AWS Region,InterRegion Inbound,APE1-USE1-AWS-In-Bytes,,539151434,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,2587430837,,,,,,,,
xa4lwf4zxrcucri3muqah4jvf77tv5ozsjabyhucu5g4dvxoaldq,2019-07-28T00:00:00Z/2019-07-29T00:00:00Z,,AWS,Anniversary,556902367874,2019-07-01T00:00:00Z,2019-08-01T00:00:00Z,556902367874,Usage,2019-07-28T00:00:00Z,2019-07-28T01:00:00Z,AmazonS3,APE1-TimedStorage-ByteHrs,StandardStorage,,riderzhang,0.0000073736,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,USD0.0 per GB-Mo for TimedStorage-ByteHrs usage in Asia Pacific (Hong Kong),,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,99.999999999%,,,,,Asia Pacific (Hong Kong),AWS Region,,Storage,ap-east-1,,AmazonS3,Amazon Simple Storage Service,BZE5UBRXZCWYTTRP,General Purpose,,,,APE1-TimedStorage-ByteHrs,Standard,535686814,0.0000001843,0.0250000000,,,,,,,,,,,2587430843,,,,,,,,
